filename;compressed_size;uncompressed_size
4802.json;8410310;33758030
4803.json;11398099;43252531
4804.json;11847057;45663279
4805.json;8201962;32431139
4806.json;8479061;34551305
4807.json;3345726;16759032
4808.json;7481549;32019169
4809.json;8220841;35475000
480.json;6727089;34971624
4810.json;5420400;24170399
4811.json;9486016;37922918
4812.json;9704514;38130626
4813.json;12124446;47716604
4814.json;10087151;39689340
4815.json;11736262;45109122
4816.json;6992464;29408250
4817.json;10542163;42307027
4818.json;9173279;39418120
4819.json;7923609;33252317
481.json;4733531;25451430
4820.json;7996042;31959341
4821.json;5673440;24728568
4822.json;7632776;32688395
4823.json;5534575;27629332
4824.json;7237725;33295703
4825.json;9393162;40932886
4826.json;3780798;19255789
4827.json;3153627;18018283
4828.json;6250466;30391411
4829.json;4678614;22868972
482.json;7004403;35505781
4830.json;15225372;58926732
4831.json;9700768;39638290
4832.json;5549520;25348882
4833.json;4116691;19901021
4834.json;8115674;35359075
4835.json;356674;6037908
4836.json;1051955;8797956
4837.json;5841618;27157087
4838.json;14022937;54927113
4839.json;4983893;24168861
483.json;5629476;29259039
4840.json;9981046;42093949
4841.json;5057358;24251371
4842.json;9051162;36743174
4843.json;10504495;45272623
4844.json;8124681;32846128
4845.json;9176120;36587544
4846.json;9721388;40577190
4847.json;17850429;71727661
4848.json;7364129;31843019
4849.json;5691411;25310404
484.json;5178629;26775879
4850.json;8057070;32747783
4851.json;5260713;23387560
4852.json;5176003;22838249
4853.json;7762508;31912160
4854.json;5354250;24227435
4855.json;14650212;54094121
4856.json;9668982;39747941
4857.json;9925527;42099688
4858.json;6450599;28890992
4859.json;8184679;34252522
485.json;5101117;26405121
4860.json;10948174;42507932
4861.json;8467230;35566763
4862.json;8952532;36105122
4863.json;5480787;23541956
4864.json;10096727;39676189
4865.json;6529532;27847600
4866.json;8925109;36058632
4867.json;9625988;39605364
4868.json;10513187;41758901
4869.json;14152469;56266661
486.json;7862835;41186759
4870.json;10529143;41457559
4871.json;6650478;28203301
4872.json;8039684;32420125
4873.json;10842816;42339800
4874.json;5177770;23402282
4875.json;8424854;35108098
4876.json;9199286;38055821
4877.json;10009018;39932175
4878.json;9756333;40071772
4879.json;7540948;31677086
487.json;5904637;30897038
4880.json;13268308;52460165
4881.json;5530202;24682059
4882.json;9749863;39040872
4883.json;17096211;64193376
4884.json;6913591;28821971
4885.json;16608935;62053478
4886.json;10765639;46748890
4887.json;8165178;32315983
4888.json;12649727;48620182
4889.json;13942327;53551671
488.json;4575257;23889091
4890.json;8528090;33255793
4891.json;5482471;23416399
4892.json;14002102;52908734
4893.json;6573479;27296686
4894.json;12451947;46789182
4895.json;14705183;54729351
4896.json;12694720;48593192
4897.json;5497663;22870774
4898.json;10075777;37597326
4899.json;9555929;39086046
489.json;4177355;23040921
48.json;225633;3494611
4900.json;18700156;67311198
4901.json;7270415;30603154
4902.json;18464428;69723719
4903.json;6749315;29149689
4904.json;10536354;42697247
4905.json;7274092;30493867
4906.json;4847394;23666538
4907.json;6216138;28059827
4908.json;2711254;14787421
4909.json;7360159;30916451
490.json;3999751;21958050
4910.json;9366864;37869160
4911.json;8589052;36011202
4912.json;5123095;25171004
4913.json;6090668;27258735
4914.json;12330824;46319300
4915.json;7699757;31194990
4916.json;13179023;50457634
4917.json;7462561;31513299
4918.json;11190160;43191869
4919.json;5531110;25325448
491.json;2877464;16600310
4920.json;9990842;42557377
4921.json;6933486;30955879
4922.json;1583509;9616547
4923.json;6252679;26244779
4924.json;9517598;37999485
4925.json;12800855;49354154
4926.json;8031384;34021734
4927.json;12085058;50866034
4928.json;5875387;28249467
4929.json;15995691;60735244
492.json;324622;4508720
4930.json;4179459;22811069
4931.json;7777696;33522732
4932.json;5771286;24346217
4933.json;4590374;20736206
4934.json;7192212;31122907
4935.json;7615454;31383272
4936.json;8539746;33309286
4937.json;4569667;20248441
4938.json;8531934;35247934
4939.json;8373506;35553986
493.json;402002;4880124
4940.json;6649181;29002806
4941.json;6744032;28686702
4942.json;7864006;32850590
4943.json;4175945;20650215
4944.json;8238028;37084992
4945.json;8453575;37099973
4946.json;12555376;51913874
4947.json;3938676;19955222
4948.json;11340353;44168580
4949.json;3096057;16136742
494.json;424189;5017861
4950.json;8527336;34101154
4951.json;6991709;30647030
4952.json;13612488;52876387
4953.json;11257015;45008289
4954.json;8094009;34532422
4955.json;11962122;45205352
4956.json;4712370;21947775
4957.json;6973337;31880215
4958.json;6586914;30803089
4959.json;13488339;53285555
495.json;581334;5757893
4960.json;7145666;30488524
4961.json;1838171;10826837
4962.json;12325875;49125076
4963.json;8610964;34183892
4964.json;5117905;22589145
4965.json;4045207;19181998
4966.json;5379610;24190032
4967.json;2340579;13103246
4968.json;5057490;22851404
4969.json;9639698;40371169
496.json;403508;4973107
4970.json;4089322;20098567
4971.json;6794117;28700369
4972.json;10550906;42723190
4973.json;13121870;52949475
4974.json;10011802;40122671
4975.json;10154813;41438362
4976.json;11068928;44495283
4977.json;3351940;16666479
4978.json;7116827;33903089
4979.json;10710770;45091927
497.json;445148;5216933
4980.json;4523783;21189421
4981.json;6268373;26879793
4982.json;9729023;38805662
4983.json;7707940;33657591
4984.json;5898395;25654954
4985.json;10127334;39905660
4986.json;5466931;25662415
4987.json;8206029;33767655
4988.json;4202815;19999250
4989.json;422367;6162766
498.json;1047876;7792131
4990.json;2507538;13644961
4991.json;10705896;42640820
4992.json;7225980;29837368
4993.json;10468597;41401645
4994.json;10253498;40497465
4995.json;8250466;34975460
4996.json;8373615;33417368
4997.json;5652933;25472694
4998.json;8727616;34943942
4999.json;8076054;32773866
499.json;1422359;9728480
49.json;271536;3794864
4.json;306709;4232346
5000.json;9621602;39347915
5001.json;9687892;38903041
5002.json;7219854;32287597
5003.json;12805815;49633593
5004.json;6651536;30141076
5005.json;9448436;41948476
5006.json;9797491;38705879
5007.json;11703403;45105015
5008.json;9648518;39659694
5009.json;6455592;29160456
500.json;4567056;24266495
5010.json;4430535;20635259
5011.json;9889404;40640040
5012.json;8156206;34053583
5013.json;4106579;19279844
5014.json;9371688;38161413
5015.json;9064333;37855681
5016.json;6948512;30308617
5017.json;13621088;53527807
5018.json;7471532;32821395
5019.json;10924605;43408558
501.json;5437846;28849531
5020.json;1406568;9734830
5021.json;2706292;14874037
5022.json;5098673;22291470
5023.json;7307228;31919105
5024.json;11952637;47104051
5025.json;3766793;18138677
5026.json;8952811;37878292
5027.json;7835406;32778827
5028.json;10182072;40391614
5029.json;10804713;43537532
502.json;4996624;26317949
5030.json;11676507;46316318
5031.json;14271124;53153663
5032.json;12681099;48491732
5033.json;3111865;15043607
5034.json;4521632;20372546
5035.json;1749624;11504986
5036.json;8210278;34240661
5037.json;8537601;34594640
5038.json;10646750;43701680
5039.json;7886003;34292881
503.json;4282977;23289905
5040.json;11703730;47143499
5041.json;13138989;51474877
5042.json;8620959;38386862
5043.json;12667959;50729520
5044.json;13083652;50160666
5045.json;11727889;48642511
5046.json;14641554;56861303
5047.json;12716420;53775778
5048.json;4620285;23341272
5049.json;6551737;30636000
504.json;3555333;20255201
5050.json;5244765;26421229
5051.json;11370180;50067783
5052.json;11362675;46107885
5053.json;9878598;44297786
5054.json;13190984;55845230
5055.json;11704999;47700693
5056.json;15890211;59995019
5057.json;11360337;45809600
5058.json;12118009;52414604
5059.json;6879449;36336558
505.json;9892728;50270063
5060.json;5438116;28361196
5061.json;6915776;30949026
5062.json;2979865;16321932
5063.json;4237007;19781068
5064.json;11954197;48161340
5065.json;12970539;49821363
5066.json;7573129;30921567
5067.json;8715437;34271477
5068.json;17933729;66937089
5069.json;16770190;63477095
506.json;4499071;24499546
5070.json;17599740;66814631
5071.json;15611278;58882913
5072.json;10382222;43777593
5073.json;10000244;39585693
5074.json;13161147;53577011
5075.json;12540551;48164662
5076.json;14257728;53470712
5077.json;11915050;50246409
5078.json;20979452;87159838
5079.json;16233294;65362448
507.json;4723138;25789680
5080.json;6741847;29587952
5081.json;18621589;73102929
5082.json;6804067;29008582
5083.json;7469453;32479687
5084.json;6494459;31030372
5085.json;12300557;51376814
5086.json;13560417;56767705
5087.json;15402047;61376861
5088.json;14969744;57338619
5089.json;11405553;47044085
508.json;3754284;21809291
5090.json;10234028;41301073
5091.json;14954300;57027733
5092.json;8249423;34997271
5093.json;6032885;28355293
5094.json;14373798;56481558
5095.json;4882625;24130299
5096.json;10767189;45666109
5097.json;2974643;16269812
5098.json;4479456;22655622
5099.json;12036644;51385851
509.json;4830207;26016976
50.json;363429;4093408
5100.json;10251071;43844660
5101.json;11742110;45893221
5102.json;10139785;40108298
5103.json;10294770;41246935
5104.json;8677514;36767047
5105.json;5408599;25866416
5106.json;11617631;44655727
5107.json;11141920;45809360
5108.json;12460846;49412067
5109.json;17688295;67549661
510.json;4179299;22761327
5110.json;10326818;43642641
5111.json;14226273;56594096
5112.json;12441939;50051525
5113.json;11216307;46257834
5114.json;12248860;49022853
5115.json;15791853;60611335
5116.json;16626034;64748356
5117.json;10623828;44008620
5118.json;12164045;49851198
5119.json;7675816;34272477
511.json;4437472;24367739
5120.json;12914634;50306496
5121.json;14450029;57141335
5122.json;8218928;35415178
5123.json;5155395;23880129
5124.json;13349424;51716389
5125.json;7322426;34100441
5126.json;10455284;43386567
5127.json;8871427;37206041
5128.json;12933793;51733773
5129.json;9319000;40971243
512.json;2866268;16685109
5130.json;5338519;27715011
5131.json;12816581;48992769
5132.json;13845025;53442832
5133.json;9596047;40744456
5134.json;12739198;51807962
5135.json;16554503;63731428
5136.json;5082171;24863308
5137.json;16807923;65643635
5138.json;19020409;72117672
5139.json;7368353;31818874
513.json;2843429;16784679
5140.json;13143020;52552909
5141.json;9187509;39748954
5142.json;9349156;41077228
5143.json;7601523;33841695
5144.json;5507385;29871564
5145.json;7551805;37243335
5146.json;6585709;31169076
5147.json;8139323;33907791
5148.json;8140942;34707761
5149.json;10732378;46313741
514.json;1374533;10137002
5150.json;8307173;37443927
5151.json;15569592;66806163
5152.json;17013617;72619724
5153.json;8307864;35953782
5154.json;15830820;58023670
5155.json;9240867;41145991
5156.json;14468729;57862125
5157.json;11733960;48212935
5158.json;11644137;49719521
5159.json;14753322;62245596
515.json;2161367;13485037
5160.json;7877414;35826001
5161.json;7633209;34217926
5162.json;13319192;53271994
5163.json;9460003;41003165
5164.json;10376782;42846278
5165.json;6424737;30072620
5166.json;5282328;26063576
5167.json;6623182;31966544
5168.json;9681060;42017694
5169.json;14402385;57317011
516.json;1833181;12122000
5170.json;14939414;61479403
5171.json;5868115;28512273
5172.json;7857129;36403458
5173.json;8861529;39812292
5174.json;10860472;48253606
5175.json;10063010;45217954
5176.json;12369027;48918776
5177.json;12400624;53336223
5178.json;15377464;62159143
5179.json;9319739;41470811
517.json;6738124;39297000
5180.json;13050126;50991885
5181.json;9080491;40013166
5182.json;8292385;36773089
5183.json;9755138;43249569
5184.json;12179177;48105922
5185.json;4383971;21808783
5186.json;9251164;37607515
5187.json;13223221;53651687
5188.json;9055737;41063820
5189.json;10767409;44855645
518.json;5099763;30711717
5190.json;14555430;57867295
5191.json;10120869;44334282
5192.json;5036224;25890432
5193.json;6649693;33460572
5194.json;11034609;45279356
5195.json;9454092;41249542
5196.json;10215447;42271506
5197.json;11863876;48105976
5198.json;12375172;49564273
5199.json;11573592;50003078
519.json;5394935;28386546
51.json;279689;3920366
5200.json;10958897;46479656
5201.json;4204857;23133615
5202.json;6484282;30915263
5203.json;9931096;42980624
5204.json;9208199;40103131
5205.json;8508047;38111721
5206.json;7705219;35210001
5207.json;4701814;25146336
5208.json;4009267;21560799
5209.json;4957727;25630218
520.json;3484850;20114822
5210.json;18691474;78066665
5211.json;9921388;42654763
5212.json;4085458;20459027
5213.json;6884183;29700270
5214.json;9968895;40022955
5215.json;8149097;35517856
5216.json;8268520;35712662
5217.json;5236525;26169708
5218.json;8627334;36098950
5219.json;11160353;45590412
521.json;2776028;17171146
5220.json;13327894;56314491
5221.json;12570416;48807226
5222.json;8933847;38719328
5223.json;9493610;40265804
5224.json;11542139;47494043
5225.json;10100085;44274153
5226.json;5393968;24830640
5227.json;6464946;29569819
5228.json;14020752;52239050
5229.json;16801155;61270750
522.json;1298013;9999692
5230.json;10432151;43230451
5231.json;3472847;17144390
5232.json;2502450;14061536
5233.json;3667179;18015469
5234.json;10265752;42052099
5235.json;13915022;56995520
5236.json;14574325;54837654
5237.json;13909005;50940773
5238.json;13474750;50562941
5239.json;5401826;25263993
523.json;1762358;11533494
5240.json;7875124;32522004
5241.json;10213242;41713823
5242.json;11537972;48166228
5243.json;8893420;39135120
5244.json;10780081;44734556
5245.json;12595786;48650420
5246.json;14664797;58001826
5247.json;11069474;45149375
5248.json;9506043;37928100
5249.json;12347040;47185428
524.json;219544;3685282
5250.json;8668509;38091331
5251.json;17773188;65865396
5252.json;17258784;66908896
5253.json;13148234;49575156
5254.json;10247527;43228285
5255.json;9547816;43323446
5256.json;9609825;44480136
5257.json;8812218;39463794
5258.json;8092216;35136195
5259.json;7498666;34082026
525.json;390384;4419875
5260.json;7700943;34509424
5261.json;8063850;34960326
5262.json;14902523;55791024
5263.json;8770195;36416201
5264.json;6946074;32914149
5265.json;17875203;69265768
5266.json;17007549;64751139
5267.json;18059167;67277963
5268.json;20567410;75277427
5269.json;7639563;33738414
526.json;388637;4358350
5270.json;12502482;52281493
5271.json;7556408;34190612
5272.json;16737863;67130299
5273.json;9036199;39274824
5274.json;9335856;43914336
5275.json;9433104;40463097
5276.json;10880374;44985714
5277.json;13461633;55628546
5278.json;4609249;24076669
5279.json;7998558;36418147
527.json;2254945;13305778
5280.json;9335769;42820241
5281.json;6388623;29659659
5282.json;16133493;64768229
5283.json;13518513;55045784
5284.json;9152677;41411213
5285.json;9005097;40838280
5286.json;5153524;26093519
5287.json;6325061;31783487
5288.json;3502126;18678520
5289.json;6035422;29488571
528.json;5365823;29150307
5290.json;12988786;56754974
5291.json;10460482;44986022
5292.json;10711679;45875349
5293.json;11607939;49510450
5294.json;9937971;42335169
5295.json;11286831;50030666
5296.json;11318584;52689658
5297.json;18237829;81232288
5298.json;7838266;35132776
5299.json;9904432;42795865
529.json;2676343;14851021
52.json;221912;3712701
5300.json;6995056;30026653
5301.json;7699993;34342510
5302.json;9870346;45179462
5303.json;6142328;29137947
5304.json;7528748;34601101
5305.json;10140141;40634416
5306.json;14120469;54726993
5307.json;9156789;39885440
5308.json;7374853;35013748
5309.json;11327259;45622260
530.json;5122044;26799836
5310.json;8901419;37860566
5311.json;11506131;45111245
5312.json;9693327;40298838
5313.json;7492483;31478550
5314.json;13377688;53314291
5315.json;12184913;47549803
5316.json;10484647;45558091
5317.json;10031248;42936302
5318.json;10788266;42863709
5319.json;12357206;49366103
531.json;5092601;27789122
5320.json;15970880;62278326
5321.json;12362575;48583820
5322.json;14193493;53467720
5323.json;8260995;36922562
5324.json;6667746;29693556
5325.json;7793648;34592921
5326.json;9419437;39730970
5327.json;10397894;41680766
5328.json;10267166;39696589
5329.json;866948;7842766
532.json;1134409;7656524
5330.json;15641347;60641168
5331.json;12014208;46883709
5332.json;9727216;40606490
5333.json;11009453;43536886
5334.json;16625634;61666654
5335.json;17546196;64521635
5336.json;18767433;68626837
5337.json;18847279;70203179
5338.json;19804178;74392190
5339.json;19694655;73045083
533.json;1107570;7603922
5340.json;13932850;55680737
5341.json;16009557;60327119
5342.json;8777341;36070390
5343.json;6424919;29955560
5344.json;10066197;43523939
5345.json;8730020;35493803
5346.json;9169156;41200673
5347.json;7234299;32617196
5348.json;12025961;49983808
5349.json;10814957;42206548
534.json;6739926;35026327
5350.json;11301288;47592559
5351.json;8797076;37874585
5352.json;8239360;36629467
5353.json;6890854;32497309
5354.json;8665078;39415356
5355.json;6838564;29430465
5356.json;9648526;40778099
5357.json;8709539;38656548
5358.json;7184606;34510187
5359.json;10791830;45518649
535.json;3961743;21129201
5360.json;17386444;67170162
5361.json;10469547;40796274
5362.json;13120860;51674215
5363.json;8444953;35363685
5364.json;10441811;42359324
5365.json;7860236;32743121
5366.json;8612060;35772817
5367.json;8183231;34836458
5368.json;12738704;53471783
5369.json;5533098;25946116
536.json;5532147;28769864
5370.json;11319788;48385416
5371.json;6328669;29585452
5372.json;5865498;27363308
5373.json;8372888;35660036
5374.json;8816899;36275296
5375.json;9928614;39207770
5376.json;8456967;34246241
5377.json;7586156;31189524
5378.json;6115366;28231295
5379.json;4702170;22657071
537.json;4833677;25039478
5380.json;6228812;28795680
5381.json;1786190;11505561
5382.json;7557849;31335415
5383.json;12552560;49096618
5384.json;10037606;43147704
5385.json;9008979;39610616
5386.json;7184769;30099905
5387.json;7111112;33726755
5388.json;6452840;32704939
5389.json;7885175;37932104
538.json;4092649;21565992
5390.json;6647475;34054645
5391.json;6478844;31994992
5392.json;4132195;22601023
5393.json;5476874;27013406
5394.json;7581020;35917016
5395.json;6294612;30185321
5396.json;9151410;39499746
5397.json;8981376;39898066
5398.json;5417112;25230331
5399.json;3871147;19426195
539.json;6764294;38514381
53.json;229527;3707214
5400.json;9924541;39538771
5401.json;16598374;64486479
5402.json;11908207;48519832
5403.json;8363623;35987502
5404.json;10475259;44301839
5405.json;8969625;38124521
5406.json;11348775;48088498
5407.json;5743830;27496965
5408.json;6653661;28987940
5409.json;15028328;56302564
540.json;3577695;23579459
5410.json;7208277;29951966
5411.json;7940912;33509438
5412.json;11444529;44943941
5413.json;7577720;31780329
5414.json;8789302;38702559
5415.json;5752895;26997138
5416.json;9990495;41480683
5417.json;4279061;21181003
5418.json;7286508;34607044
5419.json;5582740;26201308
541.json;1023932;9585569
5420.json;8597558;38559617
5421.json;7553053;34604175
5422.json;5288331;25094366
5423.json;8919495;39441001
5424.json;5531755;27064142
5425.json;10078161;44072896
5426.json;11229069;46371709
5427.json;3503151;19197364
5428.json;5732813;28262094
5429.json;4527262;21042257
542.json;1689540;11569209
5430.json;10681515;42034242
5431.json;6001331;30006785
5432.json;11127574;47283187
5433.json;12867016;52374935
5434.json;16537827;65717190
5435.json;16590577;66534653
5436.json;18731600;72973646
5437.json;19461530;77013920
5438.json;16835929;66139929
5439.json;17121036;67260264
543.json;1120075;8953433
5440.json;18008547;70086902
5441.json;16340878;65547553
5442.json;15634801;62369853
5443.json;16573894;66600207
5444.json;14334536;58530483
5445.json;9286599;38941309
5446.json;1522350;8935517
5447.json;574725;5870569
5448.json;8173160;36001271
5449.json;12948771;52475394
544.json;434429;4973217
5450.json;13349501;49909825
5451.json;16886915;63434221
5452.json;21315195;81778410
5453.json;16750142;64125652
5454.json;12691303;49176283
5455.json;11594402;45165170
5456.json;10101223;40750313
5457.json;15293460;57318287
5458.json;11045140;42962477
5459.json;10067165;41924613
545.json;1846721;12522247
5460.json;20018218;75106648
5461.json;20919112;77958889
5462.json;11605007;46018034
5463.json;13102510;50960904
5464.json;6433958;29751262
5465.json;3777592;20620235
5466.json;6815597;29773330
5467.json;4035507;19494263
5468.json;8594055;36410746
5469.json;8517168;35077790
546.json;3197873;17946979
5470.json;11468970;45102374
5471.json;11644665;45987591
5472.json;5785600;25075478
5473.json;6921362;30171026
5474.json;7035725;31164638
5475.json;6346386;29031995
5476.json;4065325;18909871
5477.json;9204452;39506798
5478.json;6115158;27986066
5479.json;6162782;27400703
547.json;777668;6315537
5480.json;13933737;57314086
5481.json;12561113;48793852
5482.json;9922889;39748526
5483.json;11502689;46234726
5484.json;9802833;42104624
5485.json;10607611;42987498
5486.json;11793913;48598258
5487.json;11274724;44177168
5488.json;6496198;30333478
5489.json;8378940;38942091
548.json;3362219;20845326
5490.json;6279990;29728524
5491.json;9560045;43603814
5492.json;9145960;37545254
5493.json;5875624;29396797
5494.json;10523330;43815723
5495.json;10436433;41743331
5496.json;14660547;57937160
5497.json;8868154;36048149
5498.json;10958107;42534996
5499.json;7565143;30733988
549.json;8871235;50119498
54.json;223284;3728910
5500.json;16145683;61898614
5501.json;8502575;34185984
5502.json;14936897;59104910
5503.json;16177373;64566536
5504.json;10482127;42812466
5505.json;5411692;23997727
5506.json;10253913;39899091
5507.json;13709266;55051743
5508.json;11474821;45242332
5509.json;8554247;36011451
550.json;9311067;51368966
5510.json;7847110;33760312
5511.json;12521115;49149455
5512.json;11115453;44350077
5513.json;5298648;24566964
5514.json;2497727;13713768
5515.json;1553345;10425735
5516.json;1640362;10854263
5517.json;3066982;16105105
5518.json;1901877;11871055
5519.json;1154559;9061548
551.json;8097485;45091839
5520.json;781950;7795724
5521.json;2012245;11967341
5522.json;567281;7058758
5523.json;10618968;40544817
5524.json;13973111;53060288
5525.json;13926166;53919314
5526.json;14709765;57279848
5527.json;8028472;36139731
5528.json;8063514;37446777
5529.json;16605502;64380307
552.json;7322724;42376373
5530.json;8542153;40568562
5531.json;12196223;48593238
5532.json;11957392;47948706
5533.json;11394303;48568491
5534.json;8461248;35974008
5535.json;7892244;34187263
5536.json;13147450;51278509
5537.json;11366469;45060117
5538.json;4676872;23464908
5539.json;2070932;12092456
553.json;9380973;47877330
5540.json;4675319;21587722
5541.json;5294953;23898582
5542.json;15928690;59253411
5543.json;6893649;32717708
5544.json;12386209;49014225
5545.json;5958920;26630268
5546.json;6062692;26809823
5547.json;11130857;42607670
5548.json;14033298;52651244
5549.json;15507684;59000752
554.json;118014;3810686
5550.json;7044919;32014736
5551.json;13912422;56811561
5552.json;5998743;25733751
5553.json;11793411;47418150
5554.json;12700086;50376315
5555.json;12131330;50164965
5556.json;10563618;44025501
5557.json;12537453;50759224
5558.json;8350556;34114632
5559.json;7644519;31354364
555.json;120343;3915494
5560.json;12290077;46886803
5561.json;12922582;50117125
5562.json;11729927;46399497
5563.json;14929033;56390672
5564.json;9694546;37835380
5565.json;10776760;44856856
5566.json;12357126;49569837
5567.json;11543872;45061688
5568.json;11933292;46156588
5569.json;12949045;49408622
556.json;121629;3932414
5570.json;12599999;48835045
5571.json;12032240;49784174
5572.json;9097240;36523499
5573.json;10221615;41616335
5574.json;9019154;37119251
5575.json;11893191;48432593
5576.json;4432336;20294899
5577.json;9481303;37717362
5578.json;11450818;47122858
5579.json;8334477;37927588
557.json;121247;3919934
5580.json;12381616;48891974
5581.json;12373630;50303664
5582.json;7248763;30920475
5583.json;15395821;58634798
5584.json;10752899;41924729
5585.json;17045826;66670285
5586.json;9564703;40087272
5587.json;11918931;48157549
5588.json;11327551;43995712
5589.json;10560988;41525866
558.json;3609144;20841261
5590.json;1000869;8253261
5591.json;1095550;8978658
5592.json;1008383;8137634
5593.json;1066623;8517488
5594.json;1004552;7857602
5595.json;1175484;9015840
5596.json;1768844;10916998
5597.json;5668156;24100181
5598.json;715902;7117511
5599.json;999513;8097301
559.json;9291339;49391616
55.json;248648;3845273
5600.json;982345;8236326
5601.json;659092;6890765
5602.json;1451611;9645494
5603.json;1425066;9685041
5604.json;1201170;8823550
5605.json;831720;7770807
5606.json;1696732;10545385
5607.json;978627;8595255
5608.json;391476;6548609
5609.json;424837;6594017
560.json;9566217;50334225
5610.json;908103;8474366
5611.json;941162;8248040
5612.json;1495135;10327752
5613.json;2946049;14963491
5614.json;10570158;40865060
5615.json;2772762;14549734
5616.json;7770839;33509370
5617.json;10514180;43276404
5618.json;18832465;72570421
5619.json;10344828;44616487
561.json;4551753;27275078
5620.json;11516931;47820073
5621.json;17117285;65666148
5622.json;21454952;82365479
5623.json;15288645;59417761
5624.json;2990948;15814258
5625.json;591777;7112643
5626.json;943293;8386135
5627.json;589147;7169098
5628.json;580230;7162102
5629.json;584996;7109242
562.json;3641796;20544967
5630.json;601723;7108861
5631.json;587995;7097282
5632.json;590817;7125864
5633.json;602005;7120998
5634.json;606444;7123700
5635.json;605935;7124273
5636.json;594316;7145579
5637.json;597462;7162495
5638.json;598715;7181038
5639.json;600773;7266373
563.json;2050929;13717318
5640.json;612260;7258666
5641.json;616468;7354314
5642.json;607926;7306844
5643.json;602094;7324107
5644.json;609026;7391209
5645.json;617013;7325289
5646.json;605020;7274693
5647.json;612219;7306811
5648.json;594870;7254455
5649.json;592557;7146950
564.json;5389602;29276427
5650.json;607161;7283122
5651.json;596228;7248799
5652.json;582539;7166766
5653.json;583263;7177899
5654.json;569662;7186586
5655.json;618943;7200649
5656.json;589116;7192992
5657.json;16778859;65967903
5658.json;8675465;38922603
5659.json;6900596;30613193
565.json;5686340;30082165
5660.json;12278535;48322137
5661.json;11841858;49484127
5662.json;18989897;73687125
5663.json;12884560;51729986
5664.json;10508648;44229725
5665.json;10843271;44180081
5666.json;13213175;52655479
5667.json;12464224;50040856
5668.json;11929571;49694057
5669.json;11046529;45519000
566.json;5753692;30549224
5670.json;12822421;51773176
5671.json;12845217;55681841
5672.json;10439572;45633271
5673.json;10611724;43924225
5674.json;9015322;38159770
5675.json;9557233;40625951
5676.json;12085027;50434740
5677.json;6660079;30242845
5678.json;243687;5706144
5679.json;5813975;25662981
567.json;1403187;11155267
5680.json;10461733;44885907
5681.json;8843226;37521657
5682.json;10319030;42471955
5683.json;5218544;25339298
5684.json;9925469;41885751
5685.json;9006143;39180665
5686.json;12199510;49285728
5687.json;11801832;47692765
5688.json;5343112;24001400
5689.json;94045;2693313
568.json;249401;5167741
5690.json;92115;2694884
5691.json;88224;2692078
5692.json;81096;2678312
5693.json;92640;2693556
5694.json;88862;2675792
5695.json;91729;2680164
5696.json;85268;2683877
5697.json;88663;2686445
5698.json;89585;2678912
5699.json;96402;2692258
569.json;227991;5012870
56.json;260975;3899430
5700.json;75229;2670024
5701.json;76446;2671921
5702.json;101213;2694282
5703.json;107384;2699432
5704.json;89239;2684791
5705.json;86066;2679828
5706.json;85886;2683935
5707.json;85655;2690641
5708.json;86409;2695391
5709.json;107132;2722910
570.json;1651301;13121180
5710.json;91132;2696206
5711.json;88875;2686243
5712.json;88578;2686598
5713.json;95734;2691502
5714.json;109070;2725828
5715.json;90176;2686541
5716.json;98539;2692998
5717.json;250533;4398113
5718.json;331296;5359727
5719.json;366749;5452244
571.json;4180753;27524650
5720.json;347434;5401987
5721.json;363247;5566571
5722.json;321403;5623535
5723.json;321342;5445249
5724.json;291986;5318820
5725.json;345407;5444725
5726.json;332040;5413008
5727.json;346620;5479643
5728.json;444496;5874119
5729.json;462329;5898281
572.json;3569492;24695233
5730.json;442617;5866595
5731.json;343451;5593406
5732.json;375601;5735757
5733.json;402026;5843923
5734.json;438849;6014610
5735.json;443108;5947013
5736.json;448240;5948595
5737.json;473483;6012599
5738.json;419256;5800344
5739.json;355353;5597674
573.json;4326087;29811518
5740.json;372276;5621970
5741.json;344441;5552604
5742.json;376409;5655116
5743.json;390750;5688111
5744.json;360003;5592990
5745.json;302310;5455186
5746.json;310361;5461657
5747.json;340881;5539244
5748.json;371957;5610521
5749.json;385036;5657697
574.json;4678253;33208573
5750.json;403479;5730588
5751.json;415484;5797543
5752.json;394520;5709597
5753.json;405460;5779299
5754.json;286369;5324879
5755.json;298595;5368313
5756.json;318450;5421748
5757.json;317101;5409397
5758.json;341336;5483258
5759.json;363213;5568739
575.json;6034426;43014341
5760.json;265923;5274357
5761.json;268290;5247240
5762.json;294276;5348277
5763.json;302816;5384635
5764.json;313322;5446531
5765.json;353215;5577020
5766.json;385552;5696321
5767.json;372173;5666576
5768.json;424056;5849607
5769.json;420557;5672309
576.json;4743244;34956295
5770.json;361774;5489811
5771.json;388826;5572212
5772.json;408764;5635749
5773.json;425422;5676457
5774.json;408807;5608234
5775.json;323833;5333190
5776.json;292662;5217807
5777.json;307466;5266973
5778.json;384488;5702068
5779.json;455084;5969933
577.json;4764148;32594080
5780.json;309877;5363755
5781.json;250606;5279479
5782.json;284811;5364660
5783.json;337752;5529609
5784.json;347137;5548893
5785.json;361263;5589415
5786.json;392616;5680338
5787.json;428671;5769163
5788.json;454276;5831332
5789.json;476713;5908626
578.json;2973554;20853957
